key,0
#,Name
offset,0
int32,str
0,
1,Primary Arms
2,Primary Tools
3,Primary Tools
4,Armor
5,Accessories
6,Medicines
7,Materials
8,Other
9,Pugilist's Arms
10,Gladiator's Arms
11,Marauder's Arms
12,Archer's Arms
13,Lancer's Arms
14,Thaumaturge's Arms
15,Conjurer's Arms
16,Arcanist's Arms
17,Shields
18,Dancer's Arms
19,Carpenter's Tools
20,Blacksmith's Tools
21,Armorer's Tools
22,Goldsmith's Tools
23,Leatherworker's Tools
24,Weaver's Tools
25,Alchemist's Tools
26,Culinarian's Tools
27,Miner's Tools
28,Botanist's Tools
29,Fisher's Tools
30,Fishing Tackle
31,Head
32,Undershirts
33,Body
34,Undergarments
35,Legs
36,Hands
37,Feet
38,Waist
39,Necklaces
40,Earrings
41,Bracelets
42,Rings
43,Medicine
44,Ingredients
45,Meals
46,Seafood
47,Stone
48,Metal
49,Lumber
50,Cloth
51,Leather
52,Bone
53,Reagents
54,Dyes
55,Weapon Parts
56,Furnishings
57,Materia
58,Crystals
59,Catalysts
60,Miscellany
61,Soul Crystals
62,Arrows
63,Quest Items
64,Other
65,Exterior Fixtures
66,Interior Fixtures
67,Outdoor Furnishings
68,Chairs and Beds
69,Tables
70,Tabletop
71,Wall-mounted
72,Rugs
73,Rogue's Arms
74,Seasonal Miscellany
75,Minions
76,Dark Knight's Arms
77,Machinist's Arms
78,Astrologian's Arms
79,Airship/Submersible Components
80,Orchestrion Components
81,Gardening Items
82,Paintings
83,Samurai's Arms
84,Red Mage's Arms
85,Scholar's Arms
86,Gunbreaker's Arms
87,Dancer's Arms
88,Reaper's Arms
89,Sage's Arms
90,Registrable Miscellany
91,Viper's Arms
92,Pictomancer's Arms
93,
94,
95,
96,
97,
98,
99,
100,
