key,0
#,Name
offset,0
int32,str
3276800,
3276801,
3276802,Purchase Gordian Items (IL 190)
3276803,Purchase Midan Items (IL 220)
3276804,Aloalo Island Artifact Exchange
3276805,
3276806,Purchase Alexandrian Items (IL 250)
3276807,
3276808,
3276809,
3276810,
3276811,
3276812,Improve Shire Gear (IL 260 → 270)
3276813,
3276814,
3276815,Purchase Garo Gear (DoW I)
3276816,Purchase Garo Gear (DoM)
3276817,
3276818,
3276819,
3276820,
3276821,
3276822,
3276823,
3276824,
3276825,Purchase Disciple of War Gear
3276826,Purchase Disciple of Magic Gear
3276827,Purchase Disciple of the Hand/Land Gear
3276828,Purchase Disciple of War Arms
3276829,Purchase Disciple of Magic Arms
3276830,Purchase Disciple of the Hand Tools
3276831,Purchase Disciple of the Land Tools
3276832,Purchase Disciple of War Gear
3276833,Purchase Disciple of Magic Gear
3276834,Purchase Disciple of the Hand/Land Gear
3276835,Purchase Disciple of War Arms
3276836,Purchase Disciple of Magic Arms
3276837,Purchase Disciple of the Hand Tools
3276838,Purchase Disciple of the Land Tools
3276839,Purchase Job-specific Gear
3276840,Purchase Quest Rewards
3276841,Purchase Gender-specific Gear
3276842,Deal in Spoils
3276843,
3276844,
3276845,
3276846,Purchase Tools
3276847,Purchase Gear
3276848,Purchase Seasonal Event Items
3276849,Purchase Achievement Rewards
3276850,
3276851,
3276852,Use Resistance Tokens (IL 350 → 360 NQ)
3276853,Use Resistance Tokens (IL 350 → 360 HQ)
3276854,
3276855,
3276856,Use Rakshasa Tokens (IL 380 → 390 HQ)
3276857,Purchase Disciple of War Gear
3276858,Purchase Disciple of Magic Gear
3276859,Crafters' Scrip Exchange
3276860,Gatherers' Scrip Exchange
3276861,Crafters' Scrip Exchange
3276862,Gatherers' Scrip Exchange
3276863,Crafters' Scrip Exchange
3276864,Gatherers' Scrip Exchange
3276865,Crafters' Scrip Exchange
3276866,Gatherers' Scrip Exchange
3276867,Crafters' Scrip Exchange
3276868,Gatherers' Scrip Exchange
3276869,Crafters' Scrip Exchange
3276870,Gatherers' Scrip Exchange
3276871,Crafters' Scrip Exchange
3276872,Gatherers' Scrip Exchange
3276873,Crafters' Scrip Exchange
3276874,Gatherers' Scrip Exchange
3276875,
3276876,
3276877,Purchase Augmented Facet Equipment (IL 450 → 460)
3276878,
3276879,
3276880,Purchase Augmented Neo-Ishgardian Equipment (IL 480 → 490)
3276881,Crafters' Scrip Exchange
3276882,Gatherers' Scrip Exchange
3276883,
3276884,
3276885,Purchase Augmented Exarchic Equipment (IL 510 → 520)
3276886,Purchase Disciple of War Gear
3276887,Purchase Disciple of Magic Gear
3276888,
3276889,
3276890,Purchase Augmented Classical Equipment (IL 580 → 590)
3276891,Purchase Garo Gear (DoW II)
3276892,
3276893,
3276894,
3276895,Purchase Augmented Rinascita Equipment (IL 610 → 620)
3276896,Sil'dihn Artifact Exchange
3276897,Rokkon Artifact Exchange
3276898,
3276899,Purchase Augmented Diadochos Equipment (IL 640 → 650)
3276900,「ライトヘビー・アルカディアン装備」の強化（ILv720→730）
3276901,
3276902,
3276903,Light-heavy Hologear Exchange (IL 710)
3276904,AAC Illustrated: LHW Edition Exchange (IL 730-735)
3276905,
3276906,
3276907,
3276908,
3276909,Gordian Manifesto Exchange (IL 210)
3276910,Midan Manifesto Exchange (IL 240-245)
3276911,Alexandrian Manifesto Exchange (IL 270-275)
3276912,Deltascape Part Exchange (IL 320)
3276913,Deltascape Datalog Exchange (IL 340-345)
3276914,Sigmascape Part Exchange (IL 350)
3276915,Sigmascape Datalog Exchange (IL 370-375)
3276916,Alphascape Part Exchange (IL 380)
3276917,Alphascape Datalog Exchange (IL 400-405)
3276918,Eden's Gate Antique Exchange (IL 450)
3276919,Eden's Gate Apocrypha Exchange (IL 470-475)
3276920,Eden's Verse Antique Exchange (IL 480)
3276921,Eden's Verse Apocrypha Exchange (IL 500-505)
3276922,Eden's Promise Antique Exchange (IL 510)
3276923,Eden's Promise Apocrypha Exchange (IL 530-535)
3276924,Unsung Relic of Asphodelos Exchange (IL 580)
3276925,Asphodelos Mythos Exchange (IL 600-605)
3276926,Unsung Relic of Abyssos Exchange (IL 610)
3276927,Abyssos Mythos Exchange (IL 630-635)
3276928,Unsung Relic of Anabaseios Exchange (IL 640)
3276929,Anabaseios Mythos Exchange (IL 660-665)
3276930,
3276931,
3276932,
3276933,
3276934,Lost Allagan Gear Augmentation (IL 340)
3276935,Ryumyaku Gear Augmentation (IL 370)
3276936,Scaevan Gear Augmentation (IL 400)
3276937,Deepshadow Gear Augmentation (IL 470)
3276938,Crystarium Gear Augmentation (IL 500)
3276939,Cryptlurker Gear Augmentation (IL 530)
3276940,Radiant's Gear Augmentation (IL 600)
3276941,Lunar Envoy's Gear Augmentation (IL 630)
3276942,Credendum Gear Augmentation (IL 660)
3276943,Purchase Augmented Archeo Kingdom Equipment (IL 710 → 720)
3276944,
3276945,
