key,0
#,Name
offset,0
int32,str
0,
1,Interacting
2,Interacting
3,Interacting
4,Interacting
5,Interacting
6,Interacting
7,Interacting
8,Interacting
9,Interacting
10,Waiting
11,Waiting
12,Waiting
13,Waiting
14,Interacting
15,Interacting
16,Interacting
17,Interacting
18,Interacting
19,Attuning
20,Interacting
21,Interacting
22,Interacting
23,Interacting
24,Interacting
25,Interacting
26,Aiding
27,Whistling
28,Standing Watch
29,Recording
30,Whistling
31,Interacting
32,Interacting
33,Interacting
34,Aiding
35,Aiding
36,Aiding
37,Interacting
38,Aiding
39,Aiding
40,Aiding
41,Surveying
42,Untying
43,Interacting
44,Interacting
45,Interacting
46,Interacting
47,Interacting
48,Spooking
49,Closing Valve
50,Surveying
51,Opening Valve
52,Interacting
53,Interacting
54,Interacting
55,Interacting
56,Standing Watch
57,Occupying
58,Occupying
59,Occupying
60,Attuning
61,Interacting
62,Interacting
63,Interacting
64,Interacting
65,Refueling
66,Claiming
67,Mounting
68,Surveying
69,Interacting
70,Carving
71,Invoke
72,Assisting
73,Healing
74,Gathering
75,Obtaining
76,Processing
77,Assembling
78,Feeding
79,Claiming
80,Loading
81,Breaking
82,Mixing
83,Sweeping
84,Obtaining
85,Repairing
86,Touching Shrine
87,Building
88,Feeding
89,Obtaining
90,Sewing
91,Transporting
92,Loading
93,Examining
94,Mounting
95,Handing Over
96,Setting Explosives
97,Eating
98,Eating
99,Refueling
100,Listening
101,Calming
102,Gift Aether
103,Whistling
104,Aiding
105,Interacting
106,Assisting
107,Channeling Aether
108,Stroking
109,
