key,0
#,Name
offset,0
int32,str
0,
1,Batalla
2,Mazmorras
3,Trials
4,Raids
5,Cacerías
6,Búsqueda de Tesoros
7,General
8,Ranking
9,Wolves' Den
10,Frente de Batalla
11,Alas Rivales
12,General
13,Adepto de la Guerra
14,Adepto de la Magia
15,Adepto de la Mano
16,Adepto de la Tierra
17,Recomendaciones
18,Gold Saucer
19,Objetos
20,Divisas
21,Desíntesis
22,Recolectables
23,Materia
24,Carpintero
25,Herrero
26,Armero
27,Orfebre
28,Curtidor
29,Sastre
30,Alquimista
31,Chef
32,Minero
33,Botánico
34,Pescador
35,Misiones
36,Misiones de Apoyo
37,Misiones Tribales
38,Eventos de Temporada
39,Registro de Vistas
40,La Noscea
41,The Black Shroud
42,Thanalan
43,Coerthas
44,Mor Dhona
45,Abalathia's Spine
46,Dravania
47,Gyr Abania
48,Othard
49,Duty
50,Grandes Compañías
51,Maelstrom
52,Order of the Twin Adder
53,Immortal Flames
54,Batalla
55,Divisas
56,Recolección
57,Misiones
58,Eventos de Temporada
59,Mazmorras
60,Exploración
61,Grandes Compañías
62,Armas Reliquia
63,Armas Zodiacales
64,Armas Anima
65,Armas Mazmorra Profunda
66,Armas de Eureka
67,Norvrandt
68,Armas de la Resistencia
69,Todas las Disciplinas
70,Herramientas Skysteel
71,Operaciones de Campo
72,The Northern Empty
73,Ilsabard
74,Otros
75,Armas Manderville
76,Escenario Principal
77,Misiones de Rol/Clase
78,Herramientas Esplendorosas
