key,0,2,8
#,Singular,Plural,Title
offset,0,4,8
int32,str,str,str
1000000,,,
1000001,,,
1000002,,,
1000003,,,
1000004,,,
1000005,,,
1000006,,,
1000007,,,
1000008,,,
1000009,,,
1000010,,,
1000011,,,
1000012,,,
1000013,,,
1000014,,,
1000015,,,
1000016,,,
1000017,,,
1000018,,,
1000019,,,
1000020,,,
1000021,,,
1000022,,,
1000023,,,
1000024,,,
1000025,,,
1000026,,,
1000027,,,
1000028,,,
1000029,,,
1000030,,,
1000031,,,
1000032,,,
1000033,,,
1000034,,,
1000035,,,
1000036,,,
1000037,,,
1000038,,,
1000039,,,
1000040,,,
1000041,,,
1000042,,,
1000043,,,
1000044,,,
1000045,,,
1000046,,,
1000047,,,
1000048,,,
1000049,,,
1000050,,,
1000051,,,
1000052,,,
1000053,,,
1000054,,,
1000055,,,
1000056,,,
1000057,,,
1000058,,,
1000059,,,
1000060,,,
1000061,,,
1000062,,,
1000063,delivery moogle,delivery moogles,
1000064,,,
1000065,,,
1000066,,,
1000067,,,
1000068,,,
1000069,,,
1000070,,,
1000071,,,
1000072,,,
1000073,,,
1000074,,,
1000075,,,
1000076,,,
1000077,,,
1000078,,,
1000079,,,
1000080,,,
1000081,,,
1000082,,,
1000083,,,
1000084,,,
1000085,,,
1000086,,,
1000087,,,
1000088,,,
1000089,,,
1000090,,,
1000091,,,
1000092,,,
1000093,,,
1000094,,,
1000095,,,
1000096,,,
1000097,,,
1000098,,,
1000099,,,
1000100,Mother Miounne,Mother Miounne,Carline Canopy Proprietress
1000101,Gontrant,Gontrant,Levemete
1000102,Antoinaut,Antoinaut,Innkeep
1000103,,,
1000104,Gyles,Gyles,
1000105,Tierney,Tierney,Levemete
1000106,Lionnellais,Lionnellais,Airship Ticketer
1000107,Hida,Hida,
1000108,,,
1000109,arrivals attendant,arrivals attendants,
1000110,,,
1000111,,,
1000112,,,
1000113,,,SHOP
1000114,,,
1000115,,,
1000116,,,
1000117,,,
1000118,,,
1000119,,,
1000120,,,
1000121,,,
1000122,Honoraint,Honoraint,
1000123,Bertennant,Bertennant,
1000124,,,
1000125,Gairhard,Gairhard,
1000126,,,
1000127,Ulta,Ulta,
1000128,,,
1000129,Solyeux,Solyeux,
1000130,,,
1000131,,,
1000132,,,
1000133,,,
1000134,Estrelaint,Estrelaint,
1000135,,,
1000136,Cingur,Cingur,Chocobokeep
1000137,,,
1000138,,,
1000139,Adalhard,Adalhard,
1000140,Pfarahr,Pfarahr,
1000141,Memama,Memama,
1000142,,,
1000143,,,
1000144,,,
1000145,,,
1000146,Bernadette,Bernadette,
1000147,,,
1000148,Corgg,Corgg,Guild Receptionist
1000149,Mera Pamera,Mera Pamera,
1000150,,,
1000151,,,
1000152,,,
1000153,Beatin,Beatin,Guildmaster
1000154,Hartford,Hartford,
1000155,,,
1000156,Aedan,Aedan,
1000157,,,
1000158,,,
1000159,Nicia,Nicia,
1000160,,,
1000161,Aunillie,Aunillie,
1000162,Nicoliaux,Nicoliaux,
1000163,,,
1000164,,,
1000165,OIC quartermaster,OIC quartermasters,
1000166,,,
1000167,,,
1000168,Vorsaile Heuloix,Vorsaile Heuloix,Serpent Commander
1000169,,,
1000170,Camillain,Camillain,
1000171,Franchemontiaux,Franchemontiaux,Gatekeep
1000172,Paulemont,Paulemont,
1000173,Grimbald,Grimbald,
1000174,,,
1000175,,,
1000176,,,
1000177,,,
1000178,,,
1000179,Pimoh Nelhah,Pimoh Nelhah,
1000180,Kinnison,Kinnison,
1000181,Heral,Heral,
1000182,,,
1000183,,,
1000184,Oswold,Oswold,
1000185,Tanie,Tanie,Florist
1000186,,,
1000187,,,
1000188,,,
1000189,,,
1000190,,,
1000191,,,
1000192,,,
1000193,Gavin,Gavin,
1000194,Idele,Idele,
1000195,Chansteloup,Chansteloup,
1000196,,,
1000197,Athelyna,Athelyna,Guild Receptionist
1000198,,,
1000199,Leih Aliapoh,Leih Aliapoh,
1000200,Luciane,Luciane,Guildmaster
1000201,,,
1000202,,,
1000203,,,
1000204,Silvairre,Silvairre,
1000205,Piers,Piers,
1000206,F'mibhas,F'mibhas,
1000207,,,
1000208,,,
1000209,,,
1000210,,,
1000211,Chloe,Chloe,
1000212,,,
1000213,,,
1000214,Gurthcid,Gurthcid,
1000215,Domitien,Domitien,Independent Tailor
1000216,Ilorie,Ilorie,Independent Jeweler
1000217,Geraint,Geraint,Battlecraft Supplier
1000218,Admiranda,Admiranda,Tool Supplier
1000219,,,
1000220,merchant & mender,merchant & menders,
1000221,,,
1000222,merchant & mender,merchant & menders,
1000223,,,
1000224,,,
1000225,,,
1000226,,,
1000227,Hadrefort,Hadrefort,
1000228,Marcquelort,Marcquelort,
1000229,Wenyld,Wenyld,
1000230,tool supplier & mender,tool supplier & menders,
1000231,Pascaline,Pascaline,
1000232,Sasamero,Sasamero,Independent Culinarian
1000233,Parnell,Parnell,Retainer Vocate
1000234,hamlet smithy,hamlet smithies,
1000235,Ponette,Ponette,
1000236,O'rhoyod,O'rhoyod,Tradecraft Supplier
1000237,Aelfraed,Aelfraed,
1000238,Alaric,Alaric,Independent Tinker
1000239,Albgast,Albgast,Independent Apothecary
1000240,,,
1000241,,,
1000242,,,
1000243,Rishushu,Rishushu,Importer of Exotics
1000244,hamlet armorer,hamlet armorers,
1000245,,,
1000246,,,
1000247,,,
