key,0
#,Name
offset,0
int32,str
0,
1,General
2,Mazmorras
3,Trials
4,Raids
5,Cacerías
6,Buscador de Tesoros
7,General
8,Ranking
9,The Wolves' Den
10,Frontline
11,Rival Wings
12,General
13,Disciplinas de la Guerra
14,Disciplinas de la Magia
15,Disciplinas de la Artesanía
16,Disciplinas de la Tierra
17,Elogios
18,Gold Saucer
19,General
20,Divisas
21,Desmaterialización
22,Recolectables
23,Materia
24,Carpenter
25,Blacksmith
26,Armorer
27,Goldsmith
28,Leatherworker
29,Weaver
30,Alchemist
31,Culinarian
32,Miner
33,Botanist
34,Fisher
35,General
36,Levequests
37,Misiones de Tribus
38,Eventos de Temporada
39,Diario de Exploración
40,La Noscea
41,The Black Shroud
42,Thanalan
43,Coerthas
44,Mor Dhona
45,Abalathia's Spine
46,Dravania
47,Gyr Abania
48,Othard
49,Duty
50,General
51,Maelstrom
52,Order of the Twin Adder
53,Immortal Flames
54,Batalla
55,Divisas
56,Recolección
57,Misiones
58,Eventos de Temporada
59,Mazmorras
60,Exploración
61,Grand Company
62,Relic Weapons
63,Zodiac Weapons
64,Anima Weapons
65,Deep Dungeon Weapons
66,Eureka Weapons
67,Norvrandt
68,Resistance Weapons
69,Todas las Disciplinas
70,Skysteel Tools
71,Operaciones de Campo
72,The Northern Empty
73,Ilsabard
74,Otros
75,Manderville Weapons
76,Historia Principal
77,Misiones de Clase/Rol
78,Splendorous Tools
79,Yok Tural
80,Xak Tural
81,
82,Cosmic Tools
